ip,port,protocol,q_ui_c_handshake_duration,q_ui_c_negotiated_protocol,q_ui_c_used0_rtt,q_ui_c_error,http_version,query_time,total_time,r_code,response_ip,response_ttl,error,vp
45.13.106.8,784,quic,408433795,doq-i03,0,,,200782856,609274925,0,67.225.146.248,751,,singapore
45.13.106.8,784,quic,818616,doq-i03,1,,,191753512,392159701,0,67.225.146.248,749,,singapore
23.95.209.33,784,quic,474032793,doq-i03,0,,,233555359,707644853,0,67.225.146.248,2309,,singapore
23.95.209.33,784,quic,675951,doq-i03,1,,,233388513,469095851,0,67.225.146.248,2307,,singapore
193.110.81.0,8853,quic,304834957,doq-i03,0,,,151175256,456043088,0,67.225.146.248,1708,,singapore
193.110.81.0,8853,quic,152890538,doq-i03,0,,,151137236,304088305,0,67.225.146.248,1706,,singapore
176.103.130.131,784,quic,496141216,doq-i03,0,,,245762697,741938629,0,67.225.146.248,2732,,singapore
176.103.130.131,784,quic,248544702,doq-i03,0,,,245464910,494058608,0,67.225.146.248,2730,,singapore
164.90.245.136,784,quic,436257276,doq-i03,0,,,210214813,646530793,0,67.225.146.248,2316,,singapore
176.103.130.131,8853,quic,484882973,doq-i03,0,,,270812310,755726353,0,67.225.146.248,2728,,singapore
164.90.245.136,784,quic,863210,doq-i03,1,,,210810927,423839859,0,67.225.146.248,2315,,singapore
176.103.130.131,8853,quic,243072504,doq-i03,0,,,241229919,484361738,0,67.225.146.248,2726,,singapore
176.103.130.131,853,quic,485592361,doq-i03,0,,,241025209,726652069,0,67.225.146.248,2724,,singapore
176.103.130.131,853,quic,245196825,doq-i03,0,,,240628401,485864029,0,67.225.146.248,2722,,singapore
139.162.142.149,784,quic,474610555,doq-i02,0,,,159456686,634119205,0,67.225.146.248,2228,,singapore
176.103.134.135,784,quic,523019038,doq-i03,0,,,262680560,785753667,0,67.225.146.248,1539,,singapore
139.162.142.149,784,quic,159454051,doq-i02,0,,,158503014,317995615,0,67.225.146.248,2226,,singapore
176.103.134.135,784,quic,265550668,doq-i03,0,,,260255855,525864015,0,67.225.146.248,1537,,singapore
176.103.134.135,8853,quic,524720756,doq-i03,0,,,258049815,782821645,0,67.225.146.248,1535,,singapore
176.103.134.135,8853,quic,263524391,doq-i03,0,,,268050877,531606770,0,67.225.146.248,1533,,singapore
176.103.134.135,853,quic,517757756,doq-i03,0,,,253493536,771287207,0,67.225.146.248,1530,,singapore
176.103.134.135,853,quic,257363177,doq-i03,0,,,260228109,517627443,0,67.225.146.248,1528,,singapore
168.138.169.197,784,quic,27320941,doq-i02,0,,,3836837,31185119,0,67.225.146.248,3147,,singapore
168.138.169.197,784,quic,5306223,doq-i02,0,,,2888231,8229580,0,67.225.146.248,3145,,singapore
152.67.9.211,784,quic,72926741,doq-i03,0,,,66817496,139773983,0,0.0.0.0,10,,singapore
157.119.101.122,784,quic,154310466,doq-i03,0,,,38119275,192487875,0,67.225.146.248,2645,,singapore
157.119.101.122,784,quic,39525776,doq-i03,0,,,37644530,77207830,0,67.225.146.248,2643,,singapore
152.67.9.211,784,quic,57775138,doq-i03,0,,,55576300,113383599,0,0.0.0.0,10,,singapore
157.119.101.122,8853,quic,158260259,doq-i03,0,,,37095262,195413949,0,67.225.146.248,2641,,singapore
23.239.29.136,784,quic,856485560,doq-i02,0,,,219007713,1075549547,0,67.225.146.248,3584,,singapore
23.239.29.136,784,quic,220533511,doq-i02,0,,,218479219,439043026,0,67.225.146.248,3582,,singapore
176.103.134.5,784,quic,511831369,doq-i03,0,,,259936379,771826169,0,67.225.146.248,1444,,singapore
176.103.134.5,784,quic,263481960,doq-i03,0,,,269472953,532991723,0,67.225.146.248,1442,,singapore
176.103.134.5,8853,quic,526847909,doq-i03,0,,,262243069,789130842,0,67.225.146.248,1440,,singapore
176.103.134.5,8853,quic,269061076,doq-i03,0,,,268124435,537234434,0,67.225.146.248,1438,,singapore
176.103.134.5,853,quic,536359251,doq-i03,0,,,264642511,801053100,0,67.225.146.248,1436,,singapore
176.103.134.5,853,quic,267632464,doq-i03,0,,,267374395,535037856,0,67.225.146.248,1434,,singapore
147.189.137.111,784,quic,477210749,doq-i03,0,,,237775149,715022571,0,67.225.146.248,985,,singapore
147.189.137.111,784,quic,241394051,doq-i03,0,,,238870257,480324781,0,67.225.146.248,984,,singapore
154.49.211.118,784,quic,396788264,doq-i03,0,,,193831640,590655094,0,67.225.146.248,3313,,singapore
154.49.211.118,784,quic,838326,doq-i03,1,,,196848342,395768611,0,67.225.146.248,3311,,singapore
35.243.221.111,784,quic,731584815,doq-i03,0,,,224152578,955774305,0,67.225.146.248,735,,singapore
35.243.221.111,784,quic,235365286,doq-i03,0,,,224769748,460171801,0,67.225.146.248,733,,singapore
38.242.12.100,784,quic,901888448,doq-i03,0,,,241730457,1143657595,0,67.225.146.248,939,,singapore
38.242.12.100,784,quic,235720609,doq-i03,0,,,233264830,469041282,0,67.225.146.248,937,,singapore
47.91.45.44,784,quic,207079224,doq-i03,0,,,101214425,308324131,0,67.225.146.248,3182,,singapore
47.91.45.44,784,quic,839985,doq-i03,1,,,100945191,204011512,0,67.225.146.248,3180,,singapore
146.56.160.153,784,quic,162899123,doq-i03,0,,,78199442,241156022,0,67.225.146.248,1983,,singapore
146.56.160.153,784,quic,1175916,doq-i03,1,,,77926285,161277127,0,67.225.146.248,1981,,singapore
147.189.137.154,784,quic,475295071,doq-i03,0,,,239169645,714526236,0,67.225.146.248,897,,singapore
185.253.5.1,8853,quic,473599760,doq-i03,0,,,236614721,710246478,0,67.225.146.248,1355,,singapore
147.189.137.154,784,quic,676824,doq-i03,1,,,249316566,488848034,0,67.225.146.248,896,,singapore
185.253.5.1,8853,quic,237066650,doq-i03,0,,,235605678,472730865,0,67.225.146.248,1353,,singapore
158.101.178.190,784,quic,467987560,doq-i03,0,,,151504939,619530165,0,67.225.146.248,144,,singapore
158.101.178.190,784,quic,154402243,doq-i03,0,,,151519709,305957095,0,67.225.146.248,143,,singapore
